m49,VariableGroup,Subgroup,Variable,Area,Year,Value,Unit,Symbol,IsAggregate
760,Geography and population,Population,Rural population,Syrian Arab Republic,2009,9321.767,1000 inhab,X,false
760,Geography and population,Population,Rural population,Syrian Arab Republic,2010,9332.362,1000 inhab,X,false
760,Geography and population,Population,Rural population,Syrian Arab Republic,2011,9476.439,1000 inhab,X,false
760,Geography and population,Population,Rural population,Syrian Arab Republic,2012,9484.477,1000 inhab,X,false
760,Geography and population,Population,Rural population,Syrian Arab Republic,2013,9403.582,1000 inhab,X,false
760,Geography and population,Population,Rural population,Syrian Arab Republic,2014,9313.499,1000 inhab,X,false
760,Geography and population,Population,Rural population,Syrian Arab Republic,2015,8961.409,1000 inhab,X,false
760,Geography and population,Population,Rural population,Syrian Arab Republic,2016,8692.69,1000 inhab,X,false
760,Geography and population,Population,Rural population,Syrian Arab Republic,2017,8495.489,1000 inhab,X,false
760,Geography and population,Population,Rural population,Syrian Arab Republic,2018,8381.17,1000 inhab,X,false
760,Geography and population,Population,Rural population,Syrian Arab Republic,2019,8357.829,1000 inhab,X,false
760,Geography and population,Population,Rural population,Syrian Arab Republic,2020,8426.159,1000 inhab,X,false
760,Geography and population,Population,Rural population,Syrian Arab Republic,2021,8593.515,1000 inhab,X,false
760,Geography and population,Population,Rural population,Syrian Arab Republic,2022,8847.791,1000 inhab,X,false
788,Geography and population,Population,Rural population,Tunisia,2000,3546.812,1000 inhab,X,false
788,Geography and population,Population,Rural population,Tunisia,2001,3540.69,1000 inhab,X,false
788,Geography and population,Population,Rural population,Tunisia,2002,3531.202,1000 inhab,X,false
788,Geography and population,Population,Rural population,Tunisia,2003,3520.132,1000 inhab,X,false
788,Geography and population,Population,Rural population,Tunisia,2004,3511.132,1000 inhab,X,false
788,Geography and population,Population,Rural population,Tunisia,2005,3511.889,1000 inhab,X,false
788,Geography and population,Population,Rural population,Tunisia,2006,3515.255,1000 inhab,X,false
788,Geography and population,Population,Rural population,Tunisia,2007,3521.038,1000 inhab,X,false
788,Geography and population,Population,Rural population,Tunisia,2008,3528.791,1000 inhab,X,false
788,Geography and population,Population,Rural population,Tunisia,2009,3537.891,1000 inhab,X,false
788,Geography and population,Population,Rural population,Tunisia,2010,3547.627,1000 inhab,X,false
788,Geography and population,Population,Rural population,Tunisia,2011,3557.963,1000 inhab,X,false
788,Geography and population,Population,Rural population,Tunisia,2012,3568.906,1000 inhab,X,false
788,Geography and population,Population,Rural population,Tunisia,2013,3580.242,1000 inhab,X,false
788,Geography and population,Population,Rural population,Tunisia,2014,3591.431,1000 inhab,X,false
788,Geography and population,Population,Rural population,Tunisia,2015,3601.278,1000 inhab,X,false
788,Geography and population,Population,Rural population,Tunisia,2016,3609.591,1000 inhab,X,false
788,Geography and population,Population,Rural population,Tunisia,2017,3616.197,1000 inhab,X,false
788,Geography and population,Population,Rural population,Tunisia,2018,3620.748,1000 inhab,X,false
788,Geography and population,Population,Rural population,Tunisia,2019,3622.883,1000 inhab,X,false
788,Geography and population,Population,Rural population,Tunisia,2020,3622.337,1000 inhab,X,false
788,Geography and population,Population,Rural population,Tunisia,2021,3618.979,1000 inhab,X,false
788,Geography and population,Population,Rural population,Tunisia,2022,3612.794,1000 inhab,X,false
784,Geography and population,Population,Rural population,United Arab Emirates,2000,623.527,1000 inhab,X,false
784,Geography and population,Population,Rural population,United Arab Emirates,2001,643.432,1000 inhab,X,false
784,Geography and population,Population,Rural population,United Arab Emirates,2002,664.034,1000 inhab,X,false
784,Geography and population,Population,Rural population,United Arab Emirates,2003,693.304,1000 inhab,X,false
784,Geography and population,Population,Rural population,United Arab Emirates,2004,741.096,1000 inhab,X,false
784,Geography and population,Population,Rural population,United Arab Emirates,2005,812.302,1000 inhab,X,false
784,Geography and population,Population,Rural population,United Arab Emirates,2006,909.617,1000 inhab,X,false
784,Geography and population,Population,Rural population,United Arab Emirates,2007,1026.131,1000 inhab,X,false
784,Geography and population,Population,Rural population,United Arab Emirates,2008,1145.328,1000 inhab,X,false
784,Geography and population,Population,Rural population,United Arab Emirates,2009,1246.392,1000 inhab,X,false
784,Geography and population,Population,Rural population,United Arab Emirates,2010,1316.091,1000 inhab,X,false
784,Geography and population,Population,Rural population,United Arab Emirates,2011,1350.919,1000 inhab,X,false
784,Geography and population,Population,Rural population,United Arab Emirates,2012,1357.387,1000 inhab,X,false
784,Geography and population,Population,Rural population,United Arab Emirates,2013,1344.955,1000 inhab,X,false
784,Geography and population,Population,Rural population,United Arab Emirates,2014,1326.639,1000 inhab,X,false
784,Geography and population,Population,Rural population,United Arab Emirates,2015,1311.419,1000 inhab,X,false
784,Geography and population,Population,Rural population,United Arab Emirates,2016,1300.961,1000 inhab,X,false
784,Geography and population,Population,Rural population,United Arab Emirates,2017,1292.709,1000 inhab,X,false
784,Geography and population,Population,Rural population,United Arab Emirates,2018,1285.972,1000 inhab,X,false
784,Geography and population,Population,Rural population,United Arab Emirates,2019,1279.098,1000 inhab,X,false
784,Geography and population,Population,Rural population,United Arab Emirates,2020,1271.026,1000 inhab,X,false
784,Geography and population,Population,Rural population,United Arab Emirates,2021,1262.173,1000 inhab,X,false
784,Geography and population,Population,Rural population,United Arab Emirates,2022,1253.457,1000 inhab,X,false
887,Geography and population,Population,Rural population,Yemen,2000,13179.604,1000 inhab,X,false
887,Geography and population,Population,Rural population,Yemen,2001,13463.94,1000 inhab,X,false
887,Geography and population,Population,Rural population,Yemen,2002,13751.457,1000 inhab,X,false
887,Geography and population,Population,Rural population,Yemen,2003,14042.142,1000 inhab,X,false
887,Geography and population,Population,Rural population,Yemen,2004,14334.252,1000 inhab,X,false
887,Geography and population,Population,Rural population,Yemen,2005,14627.103,1000 inhab,X,false
887,Geography and population,Population,Rural population,Yemen,2006,14920.358,1000 inhab,X,false
887,Geography and population,Population,Rural population,Yemen,2007,15215.074,1000 inhab,X,false
887,Geography and population,Population,Rural population,Yemen,2008,15511.106,1000 inhab,X,false
887,Geography and population,Population,Rural population,Yemen,2009,15808.153,1000 inhab,X,false
887,Geography and population,Population,Rural population,Yemen,2010,16105.593,1000 inhab,X,false
887,Geography and population,Population,Rural population,Yemen,2011,16403.293,1000 inhab,X,false
887,Geography and population,Population,Rural population,Yemen,2012,16700.108,1000 inhab,X,false
887,Geography and population,Population,Rural population,Yemen,2013,16993.264,1000 inhab,X,false
887,Geography and population,Population,Rural population,Yemen,2014,17279.298,1000 inhab,X,false
887,Geography and population,Population,Rural population,Yemen,2015,17555.636,1000 inhab,X,false
887,Geography and population,Population,Rural population,Yemen,2016,17821.118,1000 inhab,X,false
887,Geography and population,Population,Rural population,Yemen,2017,18075.808,1000 inhab,X,false
887,Geography and population,Population,Rural population,Yemen,2018,18320.024,1000 inhab,X,false
887,Geography and population,Population,Rural population,Yemen,2019,18554.546,1000 inhab,X,false
887,Geography and population,Population,Rural population,Yemen,2020,18779.891,1000 inhab,X,false
887,Geography and population,Population,Rural population,Yemen,2021,18995.833,1000 inhab,X,false
887,Geography and population,Population,Rural population,Yemen,2022,19201.842,1000 inhab,X,false
12,Geography and population,Population,Total population,Algeria,2000,30903.893,1000 inhab,X,false
12,Geography and population,Population,Total population,Algeria,2001,31331.222,1000 inhab,X,false
12,Geography and population,Population,Total population,Algeria,2002,31750.835,1000 inhab,X,false
12,Geography and population,Population,Total population,Algeria,2003,32175.818,1000 inhab,X,false
12,Geography and population,Population,Total population,Algeria,2004,32628.286,1000 inhab,X,false
12,Geography and population,Population,Total population,Algeria,2005,33109.249,1000 inhab,X,false
12,Geography and population,Population,Total population,Algeria,2006,33623.506,1000 inhab,X,false
12,Geography and population,Population,Total population,Algeria,2007,34189.416,1000 inhab,X,false
12,Geography and population,Population,Total population,Algeria,2008,34816.961,1000 inhab,X,false
12,Geography and population,Population,Total population,Algeria,2009,35490.445,1000 inhab,X,false
12,Geography and population,Population,Total population,Algeria,2010,36188.236,1000 inhab,X,false
12,Geography and population,Population,Total population,Algeria,2011,36903.376,1000 inhab,X,false
12,Geography and population,Population,Total population,Algeria,2012,37646.166,1000 inhab,X,false
12,Geography and population,Population,Total population,Algeria,2013,38414.171,1000 inhab,X,false
12,Geography and population,Population,Total population,Algeria,2014,39205.031,1000 inhab,X,false
12,Geography and population,Population,Total population,Algeria,2015,40019.529,1000 inhab,X,false
12,Geography and population,Population,Total population,Algeria,2016,40850.721,1000 inhab,X,false
12,Geography and population,Population,Total population,Algeria,2017,41689.299,1000 inhab,X,false
12,Geography and population,Population,Total population,Algeria,2018,42505.035,1000 inhab,X,false
12,Geography and population,Population,Total population,Algeria,2019,43294.546,1000 inhab,X,false
12,Geography and population,Population,Total population,Algeria,2020,44042.091,1000 inhab,X,false
12,Geography and population,Population,Total population,Algeria,2021,44761.099,1000 inhab,X,false
12,Geography and population,Population,Total population,Algeria,2022,45477.389,1000 inhab,X,false
48,Geography and population,Population,Total population,Bahrain,2000,669.581,1000 inhab,X,false
48,Geography and population,Population,Total population,Bahrain,2001,699.956,1000 inhab,X,false
48,Geography and population,Population,Total population,Bahrain,2002,752.197,1000 inhab,X,false
48,Geography and population,Population,Total population,Bahrain,2003,811.276,1000 inhab,X,false
